subject,predicate,object
苏州地铁3号线东方之门站北端头井洞门加固右线,设计单位,中铁上海工程局
苏州地铁3号线东方之门站北端头井洞门加固右线,施工单位,中煤隧道公司
苏州地铁3号线东方之门站北端头井洞门加固右线,施工单位,中铁上海局
苏州地铁3号线东方之门站北端头井洞门加固右线,施工时间,2018年4月至2018年7月
郑州地铁4号线副CBD内环路站南端头洞门加固工程右线,建设单位,郑州城轨公司
郑州地铁4号线副CBD内环路站南端头洞门加固工程右线,设计单位,南京设计院
郑州地铁4号线副CBD内环路站南端头洞门加固工程右线,施工单位,中煤隧道公司
郑州地铁4号线副CBD内环路站南端头洞门加固工程右线,施工单位,上海隧道公司
郑州地铁4号线副CBD内环路站南端头洞门加固工程右线,工期,2018年3月至2018年4月
郑州地铁4号线副CBD内环路站南端头洞门加固工程右线,工程量,17
上海轨道交通15号线上海西站南端头井洞门冻结加固工程,施工时间,2017年7月至2017年9月
上海轨道交通15号线上海西站南端头井洞门冻结加固工程,施工时间,2017年7月至2018年1月
上海武宁路快速化改建工程二表段DN2400顶管出洞,使用技术,液氮冻结
液氮冻结,温度特性,超低温
上海武宁路快速化改建工程二表段DN2400顶管出洞,冻结长度,14.81米
上海武宁路快速化改建工程二表段DN2400顶管出洞,施工周期,2018年2月至2018年3月
昆明轨道交通2号线龚家村站南端头左线洞门冻结,施工时间,2017年11月—2018年1月
天津地铁5号线工程幸福公园北端头左线接收洞门加固,施工公司,中煤隧道公司
天津地铁5号线工程幸福公园北端头左线接收洞门加固,建设单位,天津城轨集团
天津地铁5号线工程幸福公园北端头左线接收洞门加固,设计单位,天地科技
天津地铁5号线工程幸福公园北端头左线接收洞门加固,工程量,17.38
天津地铁5号线工程幸福公园北端头左线接收洞门加固,工期,2016年9月至2017年1月
上海轨道交通14号线工程浦东大道站冻结加固工程,建设单位,上海申通地铁集团
上海轨道交通14号线工程浦东大道站冻结加固工程,设计单位,约翰芬雷华能设计公司
上海轨道交通14号线工程浦东大道站冻结加固工程,施工单位,中煤隧道公司
上海轨道交通14号线工程浦东大道站冻结加固工程,监理单位,上海隧道公司
上海轨道交通14号线工程浦东大道站冻结加固工程,工期,2018年3月至2018年8月
郑州地铁4号线会展中心站北端头洞门加固工程左线,冻结方式,未明确
苏州地铁3号线东方之门站南端头井右线洞门加固项目,开始时间,2017年11月
苏州地铁3号线东方之门站南端头井右线洞门加固项目,结束时间,2018年3月
天津地铁5号线文化中心右线盾构接收洞门加固,设计单位,约翰芬雷华能设计公司
上海轨道交通15号线武威东路站北端头井洞门冻结加固工程下行线,施工时间,2017年12月—2018年2月
常州轨道交通1号线一期工程新区公园~河海大学区间南端头右线接收洞门加固,工程金额,22.648
常州轨道交通1号线一期工程新区公园~河海大学区间南端头右线接收洞门加固,建设单位,常州地铁集团
常州轨道交通1号线一期工程新区公园~河海大学区间南端头右线接收洞门加固,设计单位,天地科技
常州轨道交通1号线一期工程新区公园~河海大学区间南端头右线接收洞门加固,施工单位,中煤隧道公司和中铁十四局
常州轨道交通1号线一期工程新区公园~河海大学区间南端头右线接收洞门加固,施工时间,2017年1月-2017年4月
昆明轨道交通2号线龚家村站北端头右线洞门冻结,施工公司,中煤隧道公司
昆明轨道交通2号线龚家村站北端头右线洞门冻结,建设单位,昆明城轨集团
昆明轨道交通2号线龚家村站北端头右线洞门冻结,设计单位,通用技术设计公司
昆明轨道交通2号线龚家村站北端头右线洞门冻结,施工时间,2017年1月-2017年10月
武汉轨道交通7号线王家墩东站左线洞门冻结,时间范围,2017年2月至2017年5月
上海轨道交通10号线新江湾城站上行线盾构进洞冻结加固,冻结方式,未明确
上海轨道交通10号线新江湾城站上行线盾构进洞冻结加固,建设单位,未提及
上海轨道交通10号线新江湾城站上行线盾构进洞冻结加固,设计单位,未提及
上海轨道交通10号线新江湾城站上行线盾构进洞冻结加固,施工单位,未提及
上海轨道交通10号线新江湾城站上行线盾构进洞冻结加固,工期,未提及
液氮冻结,项目,其他工程
天津地铁6号线水上公园东路站~肿瘤医院站右线接收端头井加固工程,建设单位,天津城轨集团
天津地铁6号线水上公园东路站~肿瘤医院站右线接收端头井加固工程,设计单位,约翰芬雷华能设计公司
天津地铁6号线水上公园东路站~肿瘤医院站右线接收端头井加固工程,施工单位,中煤隧道公司
天津地铁6号线水上公园东路站~肿瘤医院站右线接收端头井加固工程,参与单位,中铁隧道公司
天津地铁6号线水上公园东路站~肿瘤医院站右线接收端头井加固工程,施工时间,2016年10月至2017年3月
天津地铁6号线水上公园东路站~肿瘤医院站右线接收端头井加固工程,工程造价,17.58万元
福州轨道交通1号线茶亭站南端头井盾构进洞水平冻结加固工程,施工起止,2015年4月至2015年8月
上海潘广路~逸仙路电力隧道工程三标盾构进(出)洞冻结法地基加固工程,施工时间,2015年12月至2016年6月
上海轨道交通17号线淀山湖大道盾构进(出)洞免拔管水平冻结地基加固工程,施工起止,2015年10月至2015年12月
上海轨道交通17号线漕盈路盾构出洞免拔管垂直冻结地基加固工程,施工起止,2015年10月至2015年12月
天津地铁5号线工程直沽站~下瓦房站区间直沽站站端右线盾构进洞垂直冻结加固工程,施工起止,2016年6月至2016年7月
南昌地铁1号线5标端头井加固工程,冻结起止,2014年3月
南昌地铁1号线5标端头井加固工程,冻结起止,2014年6月
上海地铁12号线18标天潼路站端头井冻结加固工程,施工时间,2012年5月至2012年8月
郑州轨道交通1号线一期工程04合同东明路站东端头井盾构始发冰冻加固工程,起止时间,2011年6月至2011年11月
上海地铁11号线8标徐家汇北端头井,冻结施工,2010年11月
上海地铁11号线8标徐家汇北端头井,冻结施工,2011年7月
上海轨道交通M11线济三风井~三林站区间隧道济三风井盾构进洞水平冰冻法地基加固工程,起止时间,2011年9月至2011年12月
上海地铁11号线北段二期上体馆站端头井出洞加固冻结施工,起止时间,2011年3月至2011年7月
上海地铁13号线6标金沙江站端头井出洞加固冻结施工,起止时间,2011年1月到2011年5月
杭州地铁1号线武林广场站端头井液氮冻结,冻结深度,27.9665米
杭州地铁1号线武林广场站端头井液氮冻结,冻结方式,垂直冻结
上海地铁M8线长阳路车站盾构进出洞加固,洞门标高,-15.25米
上海地铁明珠线浦东南路车站盾构进出洞加固冻结施工,起止时间,2001年
南京地铁1号线三山街盾构进出洞冻结加固,建设单位,上海地铁公司
杭州地铁6号线SG6-3标河山路站~凤凰公园站~美院象山站区间1号、2号联络通道,施工时间,2019年9月
南宁地铁5号线02标旱新区间1号、2号联络通道,中心间距,13米
太原地铁2号线207标长风街~王村南街区间1号联络通道,施工时间,2019年2月-2019年8月
呼和浩特地铁1号线乌兰恰特~市政府区间联络通道及泵房,施工时间,2019年1月-2019年4月
昆明地铁4号线斗南站~鲜花大道站区间联络通道,中心间距,17.814米
佛山南海区桂城至三山枢纽段华翠路站~夏西站区间联络通道,施工时间,2017年12月-2018年4月
杭州地铁7号线6标靖2区间2号联络通道项目,建设单位,中铁一局
杭州地铁7号线6标靖2区间2号联络通道项目,位置,杭州市
杭州地铁7号线6标靖2区间2号联络通道项目,施工时间,2019年11月
绍兴地铁1号线02标1号、2号联络通道,建设单位,绍兴地铁集团
绍兴地铁1号线02标1号、2号联络通道,设计单位,江苏工业设计一院
绍兴地铁1号线02标1号、2号联络通道,施工单位,中煤邯郸特谐公司
绍兴地铁1号线02标1号、2号联络通道,长度,17米
绍兴地铁1号线02标1号、2号联络通道,宽度,6米
绍兴地铁1号线02标1号、2号联络通道,实施时间,2019年8月
杭州轨道交通杭富线07标1号、2号联络通道,施工时间,2019年6月-2019年12月
杭州轨道交通杭富线07标1号、2号联络通道,建设单位,杭州地铁集团
杭州轨道交通杭富线07标1号、2号联络通道,设计单位,华东设计院
杭州轨道交通杭富线07标1号、2号联络通道,施工单位,中煤邯郸特谐公司
杭州轨道交通杭富线07标1号、2号联络通道,工期覆盖,全年
郑州地铁3号线A2标联络通道,建设单位,郑州地铁集团
北京地铁7号线03标联络通道,施工时间,2018年10月至2019年5月
广州地铁21号线05标1号、2号、3号联络通道冻结工程,建设单位,广州市地铁集团
广州地铁21号线05标1号、2号、3号联络通道冻结工程,设计单位,中铁隧道设计公司
广州地铁21号线05标1号、2号、3号联络通道冻结工程,施工单位,中煤邯郸特凿公司
广州地铁21号线05标1号、2号、3号联络通道冻结工程,建设周期,2017年11月至2018年8月
广州地铁21号线大观园站~智慧城区间1号联络通道,施工时间,2018年3月至2018年7月
广州地铁21号线大观园站~智慧城区间1号联络通道,设计单位,北京城建设计集团
广州地铁21号线大观园站~智慧城区间1号联络通道,设计单位,中铁隧道设计公司
广州地铁21号线大观园站~智慧城区间1号联络通道,施工单位,中煤邯郸特凿公司
广州地铁21号线大观园站~智慧城区间1号联络通道,工程跨度,20.87米
广州地铁21号线大观园站~智慧城区间1号联络通道,冻结段长度,11.287米
武汉地铁21号线百新区间1号、2号冷冻法联络通道及泵房工程,建设单位,中建三局
武汉地铁21号线百新区间1号、2号冷冻法联络通道及泵房工程,设计单位,中铁隧道设计公司
武汉地铁21号线百新区间1号、2号冷冻法联络通道及泵房工程,施工单位,中煤邯郸特凿公司
武汉地铁21号线百新区间1号、2号冷冻法联络通道及泵房工程,建设周期,2017年3月至2017年7月
武汉轨道交通8号线一期2标竹赵区间冷冻法联络通道,施工时间,2016年11月-2017年2月
武汉轨道交通7号线一期15标板野区间联络通道,建设单位,宏润建设集团
武汉轨道交通7号线一期15标板野区间联络通道,设计单位,中铁隧道设计公司
武汉轨道交通7号线一期15标板野区间联络通道,施工单位,中煤邯郸特凿公司
